District,Unit  ,Inci_no   ,incid_descrip,Alm_d  m            ,Disp_d    m           ,No  if_d    m          ,Roll_d    m           ,Arv_d    m            ,In_d    m             ,City                     ,Zip       ,Shift,Lattitude,Longitude
Hill Section,22A1,18-0005779,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,9/18/2018 10:09,9/18/2018 10:09,9/18/2018 10:12,9/18/2018 10:16,9/18/2018 10:23,9/18/2018 10:51,BURLINGTON,5401,B,44.48357415,-73.23680705
Old North End,L2,19-0006296,No incident found on arrival at dispatch address,10/7/2019 8:10,10/7/2019 8:10,10/7/2019 8:10,10/7/2019 8:12,10/7/2019 8:13,10/7/2019 8:16,BURLINGTON,5401,B,44.50207304,-73.19157445
Old North End,T1,18-0005793,EMS call,9/19/2018 7:18,9/19/2018 7:18,9/19/2018 7:20,9/19/2018 7:20,9/19/2018 7:23,9/19/2018 7:31,BURLINGTON,5401,C,44.48383356,-73.23302497
Old North End,L2,19-0005417,EMS call,9/1/2019 4:00,9/1/2019 4:00,9/1/2019 4:01,9/1/2019 4:02,9/1/2019 4:07,9/1/2019 4:14,BURLINGTON,5401,B,44.48683632,-73.23223629
Hill Section,E1,18-0005820,"Smoke detector activation (no fire), unintentional",9/20/2018 4:26,9/20/2018 4:26,9/20/2018 4:27,9/20/2018 4:29,9/20/2018 4:31,9/20/2018 4:35,BURLINGTON,5401,A,44.5054486,-73.20902381
Old North End,L2,18-0005440,EMS call,9/5/2018 13:09,9/5/2018 13:09,9/5/2018 13:09,9/5/2018 13:11,9/5/2018 13:13,9/5/2018 13:19,BURLINGTON,5401,A,44.46192286,-73.2319346
Downtown,E1,18-0005910,EMS call,9/22/2018 21:31,9/22/2018 21:31,9/22/2018 21:32,9/22/2018 21:35,9/22/2018 21:36,9/22/2018 21:45,BURLINGTON,5401,C,44.46734081,-73.19429846
Old North End,L2,18-0005469,Public service  Excludes service to governmental agencies,9/6/2018 16:40,9/6/2018 16:40,9/6/2018 16:41,9/6/2018 16:43,9/6/2018 16:46,9/6/2018 17:01,BURLINGTON,5401,B,44.50066806,-73.19288835
Downtown,E1,18-0005927,EMS call,9/23/2018 8:34,9/23/2018 8:34,9/23/2018 8:35,9/23/2018 8:37,9/23/2018 8:39,9/23/2018 8:48,BURLINGTON,5401,A,44.47827225,-73.20221632
New North End,L2,19-0006344,Burlington Fire Department - Contractor Billable False Alarm,10/9/2019 3:25,10/9/2019 3:25,10/9/2019 3:25,10/9/2019 3:26,10/9/2019 3:30,10/9/2019 3:35,BURLINGTON,5408,A,44.48233818,-73.25651642
Downtown,T1,18-0006010,"Person in distress, other",9/26/2018 10:13,9/26/2018 10:13,9/26/2018 10:14,9/26/2018 10:14,9/26/2018 10:20,9/26/2018 10:27,BURLINGTON,5401,A,44.4829089,-73.19862083
Old North End,L2,19-0002662,Assist invalid,5/4/2019 5:09,5/4/2019 5:09,5/4/2019 5:10,5/4/2019 5:11,5/4/2019 5:13,5/4/2019 5:18,BURLINGTON,5401,B,44.49583892,-73.20919865
Downtown,T1,19-0005919,"Defective elevator, no occupants",9/21/2019 12:07,9/21/2019 12:07,9/21/2019 12:07,9/21/2019 12:09,9/21/2019 12:11,9/21/2019 12:16,BURLINGTON,5401,A,44.47714484,-73.2455885
Old North End,L2,19-0002765,EMS call,5/9/2019 10:12,5/9/2019 10:12,5/9/2019 10:12,5/9/2019 10:14,5/9/2019 10:17,5/9/2019 10:23,BURLINGTON,5401,A,44.46608774,-73.22713969
Downtown,T1,19-0005981,EMS call,9/24/2019 5:13,9/24/2019 5:13,9/24/2019 5:14,9/24/2019 5:15,9/24/2019 5:16,9/24/2019 5:23,BURLINGTON,5401,A,44.49324686,-73.21380733
Old North End,E5,19-0000496,"Smoke detector activation (no fire), unintentional",1/24/2019 9:13,1/24/2019 9:13,1/24/2019 9:13,1/24/2019 9:16,1/24/2019 9:20,1/24/2019 9:24,BURLINGTON,5401,A,44.46684615,-73.21676123
Downtown,E1,19-0006966,EMS call,11/2/2019 20:35,11/2/2019 20:35,11/2/2019 20:36,11/2/2019 20:39,11/2/2019 20:41,11/2/2019 20:49,BURLINGTON,5401,A,44.50004704,-73.19643959
SB,E5,19-0000529,,1/25/2019 4:55,1/25/2019 4:55,1/25/2019 4:55,1/25/2019 5:04,1/25/2019 5:04,1/25/2019 5:13,SOUTH BURLINGTON,5403,B,44.45129515,-73.20844258
Downtown,E1,19-0005759,EMS call,9/14/2019 16:36,9/14/2019 16:36,9/14/2019 16:36,9/14/2019 16:37,9/14/2019 16:40,9/14/2019 16:57,BURLINGTON,5401,C,44.47029896,-73.23037393
South End,E5,19-0004705,Assist invalid,8/1/2019 11:54,8/1/2019 11:54,8/1/2019 11:54,8/1/2019 11:55,8/1/2019 11:59,8/1/2019 12:05,BURLINGTON,5401,A,44.45264446,-73.25637275
Downtown,E1,19-0005796,EMS call,9/16/2019 6:23,9/16/2019 6:23,9/16/2019 6:23,9/16/2019 6:25,9/16/2019 6:26,9/16/2019 6:45,BURLINGTON,5401,B,44.47364032,-73.18606168
South End,E5,19-0004774,"Direct tie to fire department, malicious false alarm",8/4/2019 15:21,8/4/2019 15:21,8/4/2019 15:22,8/4/2019 15:24,8/4/2019 15:25,8/4/2019 15:38,BURLINGTON,5401,A,44.46765478,-73.22970551
Downtown,E1,19-0005828,EMS call,9/17/2019 16:06,9/17/2019 16:06,9/17/2019 16:06,9/17/2019 16:08,9/17/2019 16:08,9/17/2019 16:27,BURLINGTON,5401,C,44.47595082,-73.22769756
South End,E5,19-0001457,Carbon monoxide detector activation due to malfunction,3/9/2019 8:31,3/9/2019 8:31,3/9/2019 8:32,3/9/2019 8:34,3/9/2019 8:37,3/9/2019 8:49,BURLINGTON,5401,C,44.44092383,-73.21698135
Downtown,E1,19-0005845,No incident found on arrival at dispatch address,9/18/2019 7:34,9/18/2019 7:34,9/18/2019 7:34,9/18/2019 7:36,9/18/2019 7:40,9/18/2019 7:43,BURLINGTON,5401,A,44.4996076,-73.20844625
South End,E5,18-0006257,EMS call,10/5/2018 16:20,10/5/2018 16:20,10/5/2018 16:22,10/5/2018 16:24,10/5/2018 16:28,10/5/2018 16:49,Burlington,5401,A,44.47751403,-73.18008172
Downtown,E1,19-0005911,Motor vehicle accident with no injuries,9/21/2019 5:00,9/21/2019 5:00,9/21/2019 5:00,9/21/2019 5:02,9/21/2019 5:05,9/21/2019 5:08,BURLINGTON,5401,A,44.46382688,-73.16968951
South End,E5,19-0004973,EMS call,8/13/2019 14:30,8/13/2019 14:30,8/13/2019 14:33,8/13/2019 14:33,8/13/2019 14:34,8/13/2019 14:42,BURLINGTON,5401,A,44.45722992,-73.20703392
Downtown,T1,19-0005982,EMS call,9/24/2019 5:35,9/24/2019 5:35,9/24/2019 5:36,9/24/2019 5:36,9/24/2019 5:37,9/24/2019 5:47,BURLINGTON,5401,A,44.48929644,-73.21203822
Downtown,E5,19-0007281,EMS call,11/15/2019 13:07,11/15/2019 13:07,11/15/2019 13:08,11/15/2019 13:08,11/15/2019 13:09,11/15/2019 13:26,BURLINGTON,5401,B,44.50955429,-73.20669143
Downtown,E1,19-0006703,EMS call,10/24/2019 4:34,10/24/2019 4:34,10/24/2019 4:35,10/24/2019 4:36,10/24/2019 4:39,10/24/2019 4:49,BURLINGTON,5401,A,44.44472111,-73.21818829
South End,E5,19-0006400,EMS call,10/11/2019 11:24,10/11/2019 11:24,10/11/2019 11:24,10/11/2019 11:25,10/11/2019 11:27,10/11/2019 11:41,BURLINGTON,5401,C,44.48799684,-73.2121533
Downtown,E1,19-0006869,EMS call,10/31/2019 10:20,10/31/2019 10:20,10/31/2019 10:20,10/31/2019 10:21,10/31/2019 10:26,10/31/2019 10:31,BURLINGTON,5401,B,44.47621245,-73.24445776
SB,A2,18-0007804,EMS call,12/17/2018 7:38,12/17/2018 7:38,12/17/2018 7:39,12/17/2018 7:48,12/17/2018 7:48,12/17/2018 8:33,SOUTH BURLINGTON,5403,B,44.45151292,-73.22352882
South End,E1,19-0006916,Smoke or odor removal,11/1/2019 6:22,11/1/2019 6:22,11/1/2019 6:30,11/1/2019 6:30,11/1/2019 6:31,11/1/2019 6:41,BURLINGTON,5401,C,44.47840762,-73.23171999
New North End,L2,19-0006889,EMS call,10/31/2019 18:56,10/31/2019 18:56,10/31/2019 19:04,10/31/2019 19:05,10/31/2019 19:12,10/31/2019 19:31,BURLINGTON,5408,B,44.53181578,-73.26948473
Hill Section,T1,18-0004905,Alarm system activation due to malfunction,8/13/2018 10:41,8/13/2018 10:41,8/13/2018 10:48,8/13/2018 10:51,8/13/2018 10:51,8/13/2018 10:58,BURLINGTON,5401,B,44.47823067,-73.19699022
Old North End,L2,18-0005684,EMS call,9/14/2018 17:36,9/14/2018 17:36,9/14/2018 17:36,9/14/2018 17:38,9/14/2018 17:42,9/14/2018 19:48,BURLINGTON,5408,A,44.48514799,-73.24145539
Old North End,E1,18-0004922,"Electrical wiring/equipment problem, other",8/14/2018 5:17,8/14/2018 5:17,8/14/2018 5:17,8/14/2018 5:18,8/14/2018 5:20,8/14/2018 5:30,BURLINGTON,5401,C,44.47134003,-73.20844288
Old North End,L2,19-0005757,EMS call,9/14/2019 14:17,9/14/2019 14:17,9/14/2019 14:20,9/14/2019 14:20,9/14/2019 14:20,9/14/2019 14:22,BURLINGTON,5401,C,44.50556607,-73.21680098
New North End,L4,19-0006054,EMS call,9/27/2019 14:18,9/27/2019 14:18,9/27/2019 14:18,9/27/2019 14:19,9/27/2019 14:22,9/27/2019 14:43,BURLINGTON,5408,A,44.50027667,-73.2702046
Old North End,L2,19-0000869,EMS call,2/8/2019 6:30,2/8/2019 6:30,2/8/2019 6:31,2/8/2019 6:33,2/8/2019 6:34,2/8/2019 6:43,BURLINGTON,5401,A,44.48578054,-73.25071269
New North End,L4,19-0006055,Smoke detector activation due to malfunction,9/27/2019 14:44,9/27/2019 14:44,9/27/2019 14:45,9/27/2019 14:45,9/27/2019 14:46,9/27/2019 14:54,BURLINGTON,5408,A,44.51986008,-73.22817281
Old North End,L2,19-0003718,EMS call,6/20/2019 17:57,6/20/2019 17:57,6/20/2019 17:58,6/20/2019 18:00,6/20/2019 18:04,6/20/2019 18:20,BURLINGTON,5401,A,44.4667209,-73.1951054
New North End,L4,19-0006075,Carbon monoxide detector activation (no carbon monoxide detected),9/28/2019 13:22,9/28/2019 13:22,9/28/2019 13:23,9/28/2019 13:26,9/28/2019 13:28,9/28/2019 13:59,BURLINGTON,5408,B,44.49324538,-73.23730137
Old North End,L2,18-0007851,EMS call,12/19/2018 16:29,12/19/2018 16:29,12/19/2018 16:29,12/19/2018 16:32,12/19/2018 16:33,12/19/2018 16:37,BURLINGTON,5401,A,44.47050392,-73.25027483
New North End,L4,18-0005834,"Rescue and EMS incident, other",9/20/2018 11:14,9/20/2018 11:14,9/20/2018 11:15,9/20/2018 11:17,9/20/2018 11:19,9/20/2018 11:22,BURLINGTON,5408,A,44.53709883,-73.25749968
Old North End,L2,18-0007897,EMS call,12/21/2018 22:33,12/21/2018 22:33,12/21/2018 22:33,12/21/2018 22:36,12/21/2018 22:37,12/21/2018 22:54,BURLINGTON,5401,C,44.48733631,-73.24042316
New North End,L4,18-0005982,EMS call,9/25/2018 15:00,9/25/2018 15:00,9/25/2018 15:00,9/25/2018 15:03,9/25/2018 15:04,9/25/2018 15:18,BURLINGTON,5408,C,44.4967428,-73.25424698
Old North End,L2,18-0008012,EMS call,12/28/2018 10:49,12/28/2018 10:49,12/28/2018 10:52,12/28/2018 10:54,12/28/2018 10:54,12/28/2018 11:06,BURLINGTON,5401,A,44.50904797,-73.22560296
South End,E5,18-0006101,EMS call,9/29/2018 20:58,9/29/2018 20:58,9/29/2018 20:58,9/29/2018 21:02,9/29/2018 21:04,9/29/2018 21:15,BURLINGTON,5401,A,44.44032173,-73.23182945
SB,A2,19-0003760,EMS call,6/22/2019 8:42,6/22/2019 8:42,6/22/2019 8:43,6/22/2019 8:43,6/22/2019 8:58,6/22/2019 10:02,SOUTH BURLINGTON,5403,C,44.45035862,-73.14674556
South End,E5,19-0000128,EMS call,1/7/2019 20:07,1/7/2019 20:07,1/7/2019 20:07,1/7/2019 20:13,1/7/2019 20:15,1/7/2019 20:33,Burlington,5401,B,44.470182,-73.25089784
Downtown,A2,19-0003139,Motor vehicle/pedestrian accident (MV Ped),5/27/2019 14:16,5/27/2019 14:16,5/27/2019 14:17,5/27/2019 14:17,5/27/2019 14:17,5/27/2019 14:20,BURLINGTON,5401,A,44.47384307,-73.24578002
South End,E5,19-0007336,EMS call,11/17/2019 12:03,11/17/2019 12:03,11/17/2019 12:03,11/17/2019 12:05,11/17/2019 12:07,11/17/2019 12:39,BURLINGTON,5401,A,44.45149718,-73.22852803
Old North End,L2,19-0005414,EMS call,8/31/2019 23:37,8/31/2019 23:37,8/31/2019 23:38,8/31/2019 23:40,8/31/2019 23:42,8/31/2019 23:54,BURLINGTON,5401,A,44.47929039,-73.20620732
South End,E5,19-0006036,Motor vehicle accident with no injuries,9/26/2019 15:57,9/26/2019 15:57,9/26/2019 15:57,9/26/2019 15:59,9/26/2019 16:20,9/26/2019 16:46,BURLINGTON,5401,C,44.4790979,-73.2324124
Old North End,L2,19-0006800,EMS call,10/28/2019 0:56,10/28/2019 0:56,10/28/2019 0:56,10/28/2019 0:59,10/28/2019 1:02,10/28/2019 1:13,BURLINGTON,5401,A,44.47501853,-73.252391
New North End,E5,19-0004374,"Emergency medical service incident, other",7/19/2019 11:59,7/19/2019 11:59,7/19/2019 12:00,7/19/2019 12:01,7/19/2019 12:12,7/19/2019 13:00,BURLINGTON,5408,C,44.53401258,-73.25764274
Old North End,L2,19-0006812,"Good intent call, other",10/28/2019 13:36,10/28/2019 13:36,10/28/2019 13:37,10/28/2019 13:38,10/28/2019 13:40,10/28/2019 13:43,BURLINGTON,5401,B,44.49874443,-73.24663587
South End,E5,19-0001501,"Vehicle accident, general cleanup",3/11/2019 12:47,3/11/2019 12:47,3/11/2019 12:47,3/11/2019 12:48,3/11/2019 12:49,3/11/2019 13:00,BURLINGTON,5401,B,44.42493799,-73.21349819
Old North End,L2,19-0003357,"Good intent call, other",6/6/2019 9:49,6/6/2019 9:49,6/6/2019 9:50,6/6/2019 9:51,6/6/2019 9:55,6/6/2019 10:00,BURLINGTON,5401,B,44.50052011,-73.20563205
Downtown,T1,19-0000226,"Good intent call, other",1/13/2019 9:13,1/13/2019 9:13,1/13/2019 9:13,1/13/2019 9:16,1/13/2019 9:17,1/13/2019 9:20,BURLINGTON,5401,B,44.48470564,-73.18418564
Downtown,L2,19-0003552,Smoke detector activation due to malfunction,6/14/2019 4:39,6/14/2019 4:39,6/14/2019 4:42,6/14/2019 4:42,6/14/2019 4:45,6/14/2019 4:51,BURLINGTON,5401,A,44.48231194,-73.24958005
South End,E1,19-0000270,EMS call,1/15/2019 4:47,1/15/2019 4:47,1/15/2019 4:47,1/15/2019 4:50,1/15/2019 4:54,1/15/2019 5:07,BURLINGTON,5401,A,44.46187272,-73.2360018
Old North End,L2,19-0003677,No incident found on arrival at dispatch address,6/19/2019 12:07,6/19/2019 12:07,6/19/2019 12:13,6/19/2019 12:13,6/19/2019 12:13,6/19/2019 12:15,BURLINGTON,5401,C,44.48216839,-73.18668434
Downtown,T1,19-0000383,EMS call,1/20/2019 3:35,1/20/2019 3:35,1/20/2019 3:38,1/20/2019 3:38,1/20/2019 3:40,1/20/2019 3:59,BURLINGTON,5401,C,44.50705268,-73.22172508
Old North End,L2,19-0003766,EMS call,6/22/2019 13:06,6/22/2019 13:06,6/22/2019 13:07,6/22/2019 13:09,6/22/2019 13:10,6/22/2019 13:37,BURLINGTON,5401,C,44.46559959,-73.22546512
Downtown,E1,19-0000487,EMS call,1/24/2019 3:07,1/24/2019 3:07,1/24/2019 3:07,1/24/2019 3:09,1/24/2019 3:10,1/24/2019 3:23,BURLINGTON,5401,A,44.47409576,-73.22644379
Old North End,L2,19-0003004,EMS call,5/21/2019 10:39,5/21/2019 10:39,5/21/2019 10:41,5/21/2019 10:43,5/21/2019 10:45,5/21/2019 11:08,BURLINGTON,5401,A,44.48066218,-73.20192095
Downtown,E1,19-0007212,Motor vehicle accident with no injuries,11/12/2019 11:05,11/12/2019 11:05,11/12/2019 11:06,11/12/2019 11:08,11/12/2019 11:10,11/12/2019 11:21,BURLINGTON,5401,B,44.47043452,-73.22267953
Old North End,L2,19-0003228,"Alarm system activation (no fire), unintentional",5/31/2019 8:59,5/31/2019 8:59,5/31/2019 8:59,5/31/2019 9:01,5/31/2019 9:03,5/31/2019 9:06,BURLINGTON,5401,B,44.49528011,-73.23672148
Downtown,E1,19-0002175,EMS call,4/12/2019 15:41,4/12/2019 15:41,4/12/2019 15:41,4/12/2019 15:44,4/12/2019 15:45,4/12/2019 16:07,BURLINGTON,5401,A,44.4644714,-73.23941552
Old North End,L2,19-0003289,"Good intent call, other",6/3/2019 5:36,6/3/2019 5:36,6/3/2019 5:36,6/3/2019 5:38,6/3/2019 5:39,6/3/2019 5:49,BURLINGTON,5401,B,44.4634056,-73.22277203
Downtown,E1,19-0002214,EMS call,4/14/2019 3:05,4/14/2019 3:05,4/14/2019 3:05,4/14/2019 3:07,4/14/2019 3:08,4/14/2019 3:37,BURLINGTON,5401,B,44.46545843,-73.21522429
Hill Section,E6,19-0005971,EMS call,9/23/2019 18:12,9/23/2019 18:12,9/23/2019 18:13,9/23/2019 18:14,9/23/2019 18:16,9/23/2019 18:50,BURLINGTON,5401,C,44.45831481,-73.23377247
Downtown,E1,19-0002253,EMS call,4/15/2019 16:17,4/15/2019 16:17,4/15/2019 16:18,4/15/2019 16:20,4/15/2019 16:20,4/15/2019 16:28,BURLINGTON,5401,A,44.49185919,-73.234193
New North End,E6,18-0005548,Assist invalid,9/9/2018 14:51,9/9/2018 14:51,9/9/2018 14:51,9/9/2018 14:51,9/9/2018 14:54,9/9/2018 14:59,BURLINGTON,5408,B,44.52614524,-73.26732964
Downtown,E1,19-0005540,EMS call,9/5/2019 20:38,9/5/2019 20:38,9/5/2019 20:39,9/5/2019 20:41,9/5/2019 20:43,9/5/2019 21:05,BURLINGTON,5401,C,44.483057,-73.20190655
Old North End,CAR3,18-0006692,"Smoke detector activation (no fire), unintentional",10/24/2018 7:02,10/24/2018 7:02,10/24/2018 7:04,10/24/2018 7:04,10/24/2018 7:06,10/24/2018 7:12,BURLINGTON,5401,B,44.46393577,-73.19376026
Hill Section,A2,19-0000271,EMS call,1/15/2019 5:22,1/15/2019 5:22,1/15/2019 5:23,1/15/2019 5:23,1/15/2019 5:26,1/15/2019 5:53,BURLINGTON,5401,A,44.45684782,-73.22121521
Hill Section,E6,19-0000165,EMS call,1/9/2019 14:14,1/9/2019 14:14,1/9/2019 14:16,1/9/2019 14:18,1/9/2019 14:22,1/9/2019 14:27,BURLINGTON,5401,A,44.47429327,-73.16115783
New North End,A2,19-0007139,EMS call,11/9/2019 17:22,11/9/2019 17:22,11/9/2019 17:22,11/9/2019 17:24,11/9/2019 17:30,11/9/2019 18:43,BURLINGTON,5408,B,44.52211075,-73.2819118
New North End,E6,19-0001904,EMS call,3/30/2019 19:06,3/30/2019 19:06,3/30/2019 19:06,3/30/2019 19:11,3/30/2019 19:12,3/30/2019 19:22,BURLINGTON,5408,C,44.49491044,-73.25450956
New North End,A2,18-0007643,EMS call,12/10/2018 15:00,12/10/2018 15:00,12/10/2018 15:01,12/10/2018 15:08,12/10/2018 15:08,12/10/2018 16:13,BURLINGTON,5408,A,44.52417323,-73.23537052
Old North End,E6,19-0006139,EMS call,9/30/2019 13:21,9/30/2019 13:21,9/30/2019 13:23,9/30/2019 13:23,9/30/2019 13:25,9/30/2019 13:33,BURLINGTON,5401,A,44.48921493,-73.24065778
New North End,A2,19-0006824,EMS call,10/28/2019 21:58,10/28/2019 21:58,10/28/2019 21:59,10/28/2019 22:00,10/28/2019 22:08,10/28/2019 22:54,BURLINGTON,5408,B,44.51772138,-73.2572679
Downtown,E6,19-0006143,EMS call,9/30/2019 16:58,9/30/2019 16:58,9/30/2019 16:59,9/30/2019 17:00,9/30/2019 17:02,9/30/2019 17:10,BURLINGTON,5401,A,44.46862324,-73.25224762
New North End,A2,19-0003364,EMS call,6/6/2019 13:02,6/6/2019 13:02,6/6/2019 13:02,6/6/2019 13:02,6/6/2019 13:05,6/6/2019 13:45,BURLINGTON,5408,B,44.5136394,-73.28496794
New North End,E6,19-0001732,EMS call,3/22/2019 17:55,3/22/2019 17:55,3/22/2019 17:56,3/22/2019 18:00,3/22/2019 18:00,3/22/2019 18:15,BURLINGTON,5408,A,44.49570299,-73.2406128
Downtown,E1,19-0005563,EMS call,9/7/2019 4:02,9/7/2019 4:02,9/7/2019 4:02,9/7/2019 4:04,9/7/2019 4:08,9/7/2019 4:21,BURLINGTON,5401,B,44.50007967,-73.20585925
Old North End,BATT1,19-0003929,"Smoke detector activation (no fire), unintentional",6/30/2019 8:57,6/30/2019 8:57,6/30/2019 8:57,6/30/2019 8:57,6/30/2019 8:57,6/30/2019 9:07,BURLINGTON,5401,B,44.5039405,-73.22452519
Downtown,E1,18-0005012,EMS call,8/17/2018 16:06,8/17/2018 16:06,8/17/2018 16:06,8/17/2018 16:09,8/17/2018 16:09,8/17/2018 16:16,BURLINGTON,5401,C,44.490788,-73.23799482
Downtown,BATT1,19-0004184,"Water problem, other",7/11/2019 16:51,7/11/2019 16:51,7/11/2019 16:52,7/11/2019 16:55,7/11/2019 16:55,7/11/2019 16:56,BURLINGTON,5401,A,44.47138312,-73.18897552
Downtown,E1,18-0005017,EMS call,8/17/2018 21:12,8/17/2018 21:12,8/17/2018 21:13,8/17/2018 21:16,8/17/2018 21:17,8/17/2018 21:25,BURLINGTON,5401,C,44.48630449,-73.19626637
Downtown,BATT1,19-0000495,"Alarm system activation (no fire), unintentional",1/24/2019 9:11,1/24/2019 9:11,1/24/2019 9:11,1/24/2019 9:14,1/24/2019 9:20,1/24/2019 9:22,BURLINGTON,5401,A,44.47619225,-73.22724076
Hill Section,T1,18-0005045,Sprinkler activated due to the failure or malfunction of the sprinkler system,8/19/2018 1:33,8/19/2018 1:33,8/19/2018 1:34,8/19/2018 1:36,8/19/2018 1:40,8/19/2018 1:45,BURLINGTON,5401,A,44.49772079,-73.18199945
Downtown,BATT1,19-0000507,"Smoke scare, odor of smoke, not steam (652)",1/24/2019 14:52,1/24/2019 14:52,1/24/2019 14:52,1/24/2019 14:54,1/24/2019 14:54,1/24/2019 15:05,BURLINGTON,5401,A,44.46302384,-73.20823961
Downtown,E1,18-0005128,EMS call,8/22/2018 15:54,8/22/2018 15:54,8/22/2018 15:55,8/22/2018 15:56,8/22/2018 15:58,8/22/2018 16:25,BURLINGTON,5401,B,44.48806449,-73.19938696
Old North End,BATT1,19-0000528,Alarm system activation due to malfunction,1/25/2019 4:40,1/25/2019 4:40,1/25/2019 4:41,1/25/2019 4:43,1/25/2019 4:46,1/25/2019 4:50,BURLINGTON,5401,B,44.47494472,-73.21864867
Hill Section,E1,18-0005267,"Alarm system activation (no fire), unintentional",8/28/2018 22:33,8/28/2018 22:33,8/28/2018 22:35,8/28/2018 22:40,8/28/2018 22:40,8/28/2018 22:44,BURLINGTON,5401,B,44.49046348,-73.15957711
New North End,BATT1,19-0001261,Carbon monoxide detector activation due to malfunction,2/27/2019 6:25,2/27/2019 6:25,2/27/2019 6:31,2/27/2019 6:33,2/27/2019 6:37,2/27/2019 6:37,BURLINGTON,5408,B,44.52588871,-73.29612912
Downtown,E1,19-0001007,EMS call,2/15/2019 11:47,2/15/2019 11:47,2/15/2019 11:47,2/15/2019 11:49,2/15/2019 11:50,2/15/2019 12:15,BURLINGTON,5401,B,44.46637774,-73.22743435
Old North End,BATT1,19-0001432,"Municipal alarm system, malicious false alarm",3/8/2019 6:56,3/8/2019 6:56,3/8/2019 6:56,3/8/2019 6:58,3/8/2019 7:02,3/8/2019 7:04,BURLINGTON,5408,B,44.47806004,-73.23339484
Downtown,E1,19-0001092,Carbon monoxide detector activation (no carbon monoxide detected),2/19/2019 18:41,2/19/2019 18:41,2/19/2019 18:42,2/19/2019 18:46,2/19/2019 18:49,2/19/2019 18:55,BURLINGTON,5401,C,44.49167734,-73.22699338
Downtown,BATT1,19-0001529,Burlington Fire Department - Contractor Billable False Alarm,3/13/2019 5:37,3/13/2019 5:37,3/13/2019 5:39,3/13/2019 5:43,3/13/2019 5:43,3/13/2019 5:45,BURLINGTON,5401,A,44.49336659,-73.21154028
Downtown,T1,19-0003371,EMS call,6/6/2019 21:28,6/6/2019 21:28,6/6/2019 21:47,6/6/2019 21:47,6/6/2019 21:49,6/6/2019 21:53,BURLINGTON,5401,B,44.49857953,-73.2062869
South End,BATT1,19-0001674,Assist invalid,3/20/2019 12:50,3/20/2019 12:50,3/20/2019 12:52,3/20/2019 12:54,3/20/2019 12:59,3/20/2019 13:06,BURLINGTON,5401,B,44.44209385,-73.19769151
Downtown,E1,19-0003728,EMS call,6/21/2019 8:43,6/21/2019 8:43,6/21/2019 8:44,6/21/2019 8:45,6/21/2019 8:47,6/21/2019 8:52,BURLINGTON,5401,B,44.4878235,-73.19766249
Old North End,BATT1,18-0006765,Smoke detector activation due to malfunction,10/27/2018 14:12,10/27/2018 14:12,10/27/2018 14:13,10/27/2018 14:15,10/27/2018 14:18,10/27/2018 14:22,BURLINGTON,5401,B,44.50080232,-73.2322852
Old North End,E1,19-0002838,EMS call,5/13/2019 10:13,5/13/2019 10:13,5/13/2019 10:15,5/13/2019 10:17,5/13/2019 10:19,5/13/2019 10:32,BURLINGTON,5401,B,44.47718831,-73.24383572
Old North End,A1,19-0002848,Motor vehicle accident with injuries,5/14/2019 4:08,5/14/2019 4:08,5/14/2019 5:07,5/14/2019 5:07,5/14/2019 5:07,5/14/2019 5:12,BURLINGTON,5401,C,44.50359407,-73.22388512
Downtown,T1,19-0002900,Removal of victim(s) from stalled elevator,5/16/2019 9:56,5/16/2019 9:56,5/16/2019 9:56,5/16/2019 9:57,5/16/2019 10:02,5/16/2019 10:09,BURLINGTON,5401,B,44.4727232,-73.25277823
New North End,A1,19-0002866,EMS call,5/15/2019 2:21,5/15/2019 2:21,5/15/2019 2:21,5/15/2019 2:23,5/15/2019 2:31,5/15/2019 2:51,BURLINGTON,5408,C,44.52172172,-73.22380486
South End,E1,19-0007023,EMS call,11/5/2019 8:54,11/5/2019 8:54,11/5/2019 8:55,11/5/2019 8:56,11/5/2019 8:59,11/5/2019 9:17,BURLINGTON,5401,A,44.44846597,-73.20989954
South End,A1,19-0005495,EMS call,9/4/2019 12:32,9/4/2019 12:32,9/4/2019 12:37,9/4/2019 12:37,9/4/2019 12:45,9/4/2019 13:40,BURLINGTON,5401,B,44.44549566,-73.20721196
Hill Section,22A1,18-0005542,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,9/9/2018 9:17,9/9/2018 9:17,9/9/2018 9:21,9/9/2018 9:23,9/9/2018 9:24,9/9/2018 9:43,BURLINGTON,5401,B,44.46533891,-73.16878712
Old North End,L2,18-0005272,Smoke detector activation due to malfunction,8/29/2018 6:40,8/29/2018 6:40,8/29/2018 6:41,8/29/2018 6:46,8/29/2018 6:46,8/29/2018 6:53,BURLINGTON,5401,C,44.49429785,-73.19784936
Downtown,E1,18-0005670,EMS call,9/14/2018 8:30,9/14/2018 8:30,9/14/2018 8:30,9/14/2018 8:32,9/14/2018 8:33,9/14/2018 8:51,BURLINGTON,5401,A,44.46742618,-73.18057575
Hill Section,L2,18-0005515,EMS call,9/8/2018 16:22,9/8/2018 16:22,9/8/2018 16:23,9/8/2018 16:23,9/8/2018 16:27,9/8/2018 16:40,BURLINGTON,5401,A,44.47229382,-73.1642895
